Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
7776	-52.23083	-96.42174	44.19092	0.0159707	0.0551321	0.0128112	0.0382779	0.0102042	0.000536983	0.0102541	0.0256495	0.0508149	0.0683473	0.00634479	0.0037403	0.0524014	0.0539574	0.0281306	0.00154569	0.000745545	0.0141812	0.023789	0.0180634	0.0144751	0.0598057	0.0221338	0.0219118	0.00357146	0.0028373	0.0340041	0.108598	0.0595473	0.0374623	0.00141606	0.0100345	0.000476704	0.0108313	0.0563059	0.0260396	1.40582	1.519369	0.4806313	0.742565	0.864882	0.955722	1.04633	1.15623	1.34668	0.215218	0.3163362	0.007717827	0.0170936	0.0590084	0.013712	0.0409691	0.0109217	0.000574737	0.0109751	0.0274529	0.0543876	0.0731527	0.00679089	0.00400327	0.0560857	0.0577511	0.0301084	0.00165436	0.000797963	0.0151783	0.0254616	0.0193334	0.0154929	0.0640105	0.02369	0.0234524	0.00382256	0.00303679	0.0363949	0.116234	0.063734	0.0400962	0.00151562	0.01074	0.000510221	0.0115928	0.0602647	0.678553	0.321447	0.6785533	0.9343099
7812	-47.05243	-90.78707	43.73464	0.0405127	0.0375565	0.0043531	0.0118001	0.0237219	0.00155181	0.0379647	0.0191069	0.0349033	0.0537628	0.000838106	0.000330354	0.0434972	0.10152	0.00768284	0.00758008	0.0057877	0.0169251	0.0275795	0.00822332	0.0214332	0.0405926	0.0151687	0.0285869	0.0227718	0.0201844	0.0141045	0.0517769	0.0275354	0.0311212	0.0321966	0.00948295	0.00403634	0.0135755	0.0115796	0.108881	1.3713	1.426495	0.5735051	0.416121	0.652068	0.87511	1.14271	1.53358	2.40314	0.633971	0.4020379	0.0330834	0.048849	0.0452846	0.00524884	0.0142282	0.0286032	0.00187113	0.0457768	0.0230386	0.0420854	0.0648256	0.00101056	0.000398332	0.0524477	0.12241	0.00926375	0.00913984	0.00697864	0.0204078	0.0332546	0.00991544	0.0258436	0.0489454	0.01829	0.0344693	0.0274576	0.0243378	0.0170068	0.0624311	0.0332014	0.0375251	0.0388218	0.0114343	0.0048669	0.016369	0.0139624	0.753366	0.246634	0.7533661	0.8293446
7848	-43.14255	-87.76557	44.62302	0.0201645	0.00753577	0.00914404	0.00959685	0.0108469	0.00824305	0.0031242	0.00533668	0.00560479	0.00844563	0.00565504	0.000988968	0.0126192	0.0172463	0.00215965	0.000701157	0.0205898	0.0100242	0.00613378	0.0220777	0.00297276	0.0205373	0.00693674	0.0348753	0.0113967	0.00476199	0.0293061	0.0087231	0.0330969	0.0111778	0.00235984	0.000223334	0.00601787	0.0213672	0.00843829	0.0521168	1.39495	1.634878	0.3651218	0.642342	0.805837	0.934869	1.06967	1.24095	1.5568	0.3200549	0.2233327	0.0155671	0.051913	0.0194006	0.0235411	0.0247068	0.0279251	0.0212215	0.00804317	0.0137391	0.0144294	0.021743	0.0145587	0.00254607	0.0324879	0.0444	0.00555995	0.00180511	0.0530079	0.0258069	0.0157912	0.0568384	0.00765327	0.0528726	0.0178584	0.0897854	0.0293404	0.0122596	0.0754477	0.0224574	0.0852069	0.0287769	0.00607534	0.000574967	0.0154928	0.0550093	0.0217241	0.868831	0.131169	0.8688311	0.3884295
7884	-54.82338	-97.05028	42.2269	0.0404529	0.0257248	0.00972467	0.0292739	0.00989834	0.00224642	0.0156557	0.00534936	0.00567	0.00217028	0.0200495	0.0297495	0.0459247	0.0346287	0.00335253	0.0222525	0.00636385	0.0164534	0.0203457	0.0359783	0.00390718	0.0239311	0.0100192	0.0188818	0.0224954	0.00401835	0.0561108	0.0677776	0.0623288	0.00808121	0.0263173	0.0100163	0.0528863	0.00315734	0.0235019	0.0962002	1.37658	0.686566	1.313434	0.384584	0.627479	0.864678	1.1565	1.59368	2.60021	0.6909596	1.913048	0.02911804	0.0522178	0.0332063	0.0125529	0.0377877	0.0127771	0.00289975	0.0202089	0.00690511	0.007319	0.00280146	0.0258805	0.0384016	0.0592809	0.0446997	0.00432755	0.0287241	0.00821464	0.0212385	0.0262628	0.0464418	0.0050435	0.030891	0.0129331	0.0243732	0.0290377	0.005187	0.0724295	0.0874894	0.0804559	0.0104315	0.0339711	0.0129294	0.0682671	0.00407559	0.0303369	0.986567	0.0134327	0.9865673	0.7746957
7920	-64.79995	-104.7942	39.99421	0.00845341	0.00398608	0.00575901	0.0104225	0.0332344	0.014505	0.00183172	0.00794889	0.00704028	0.00184084	0.00112736	0.0149883	0.00560911	0.0308988	0.00547389	0.00826552	0.000710955	0.00268392	0.00908804	0.00522001	0.00678655	0.00729067	0.000286348	0.015104	0.0113735	0.0158455	0.00463138	0.00518634	0.00271901	0.00785174	0.00160707	0.0109487	0.00368009	0.00114298	0.0088323	0.418096	1.24246	0.3992551	1.600745	0.129195	0.368598	0.732441	1.3653	2.71298	7.74023	1.47971	4.009329	0.140211	0.0299369	0.0141163	0.0203949	0.0369104	0.117696	0.0513681	0.00648686	0.0281502	0.0249324	0.00651915	0.00399244	0.0530795	0.0198641	0.109425	0.0193852	0.0292715	0.00251777	0.00950484	0.0321844	0.0184861	0.0240339	0.0258192	0.00101407	0.0534893	0.040278	0.0561151	0.0164016	0.0183669	0.0096291	0.0278061	0.00569127	0.0387737	0.0130327	0.00404775	0.0312787	0.984233	0.0157671	0.9842329	0.2823743
7956	-44.10458	-88.49794	44.39336	8.85269e-05	0.0318414	0.00971198	0.0262673	0.0523071	0.0106019	0.00182304	0.0157561	0.000285241	0.0232626	0.000457495	0.0208715	0.00220185	0.0818943	0.0224893	0.0194714	0.00442721	0.00813175	0.00221532	0.0155829	0.0182822	0.0639706	0.00742228	0.0083256	0.0517972	0.0698724	0.0455552	0.023279	0.0132585	0.0259316	0.0206604	0.0226961	0.00372169	0.00600529	0.00175212	0.23295	1.3196	1.692602	0.3073976	0.589814	0.772996	0.922812	1.08364	1.29367	1.69545	0.3817428	0.1816124	0.07355431	0.000120902	0.0434862	0.0132638	0.0358736	0.0714364	0.0144792	0.00248975	0.0215183	0.000389557	0.03177	0.000624807	0.0285045	0.0030071	0.111844	0.0307139	0.0265924	0.00604629	0.0111056	0.00302549	0.0212818	0.0249683	0.0873655	0.0101367	0.0113704	0.0707401	0.0954257	0.0622153	0.0317924	0.0181073	0.0354152	0.0282162	0.0309963	0.00508276	0.0082015	0.0023929	0.396279	0.603721	0.3962787	0.7322183
7992	-51.16657	-95.7092	44.54264	0.00471492	0.0155525	0.0123259	0.00338605	0.0431408	0.0468508	0.00169586	0.000822874	0.0136104	0.0135525	0.00138301	0.00101822	0.00181017	0.0623777	0.0203061	0.00333706	0.0288384	0.00409585	0.00908505	0.0114838	0.00641512	0.0156897	0.0035997	0.00840573	0.0160223	0.00460655	0.00169823	0.000800058	0.00150714	0.00328642	0.0142227	0.0028144	0.0192047	0.00623849	0.00104583	0.115497	1.36854	1.832371	0.1676293	0.322786	0.576098	0.841937	1.18774	1.73581	3.09803	0.8176208	0.09148217	0.0351642	0.0116433	0.0384065	0.0304384	0.00836174	0.106535	0.115697	0.00418786	0.00203206	0.0336104	0.0334674	0.00341531	0.00251446	0.00447016	0.15404	0.0501453	0.00824076	0.0712156	0.0101146	0.0224352	0.028359	0.0158419	0.0387453	0.00888936	0.0207577	0.0395666	0.0113757	0.00419372	0.00197572	0.00372183	0.00811573	0.0351226	0.00695009	0.0474255	0.0154058	0.00258264	0.356122	0.643878	0.3561219	0.4049452
8028	-47.76837	-91.62451	43.85614	0.0140699	0.0389267	0.0113806	0.00091797	0.0159855	0.00131648	0.0162531	0.000800157	0.000396267	0.0308156	0.0229152	0.0386282	0.0268046	0.0413351	0.0205432	0.018146	0.0159191	0.00234316	0.000692179	0.00671945	0.0140611	0.0292632	0.00587786	0.000357069	0.0698563	0.0037212	0.0198605	0.0120291	0.011776	0.0384275	0.0130918	0.016617	0.0113137	0.00876415	0.0039408	0.0143326	1.41069	1.284878	0.7151221	0.797513	0.895524	0.96616	1.03503	1.11666	1.2539	0.1635992	0.5565681	0.004233324	0.0240978	0.0666706	0.0194918	0.00157223	0.0273787	0.00225476	0.0278371	0.00137045	0.000678696	0.0527785	0.0392473	0.0661595	0.0459088	0.0707956	0.0351847	0.0310791	0.0272651	0.00401318	0.00118551	0.0115086	0.0240827	0.0501198	0.0100671	0.00061156	0.119645	0.00637339	0.0340155	0.0206025	0.020169	0.0658156	0.0224226	0.0284603	0.0193773	0.0150106	0.00674949	0.836707	0.163293	0.836707	0.5838656
8064	-52.94803	-95.48673	42.5387	0.0150867	0.0340298	0.0275914	0.00495221	0.0233859	0.0116595	0.0847165	0.00143202	0.00166419	0.0228557	2.1027e-05	0.00536196	0.00940905	0.0557139	0.00154868	0.00817195	0.00667463	0.00457647	0.000125216	0.00874618	0.0116376	0.0291277	0.0280171	0.0118852	0.0220434	0.0242158	0.00685675	0.0197015	0.00762119	0.0108665	0.00164389	0.00479426	0.00773422	0.0102194	0.0105901	0.244864	1.31464	0.7159755	1.284024	0.634284	0.800891	0.933075	1.07172	1.24861	1.57658	0.3291827	1.793392	0.07760812	0.0282165	0.0636455	0.0516037	0.00926204	0.0437383	0.0218067	0.158444	0.0026783	0.00311251	0.0427467	3.93266e-05	0.0100284	0.0175976	0.104201	0.00289647	0.0152839	0.0124835	0.0085593	0.000234189	0.0163579	0.0217656	0.0544771	0.0524	0.0222288	0.0412274	0.0452904	0.0128241	0.0368475	0.0142538	0.0203235	0.00307453	0.00896664	0.0144652	0.0191132	0.0198065	0.757825	0.242175	0.7578246	0.5346777
8100	-46.49041	-90.67478	44.18437	0.0109611	0.0211458	0.0504617	0.0431343	0.0653132	0.00232326	0.0102418	0.0206011	0.0483741	0.0131893	0.0102393	0.0107667	0.0129569	0.0656343	0.0176058	0.0311884	0.00464155	0.0221979	0.000217952	0.00646627	0.0320223	0.0396051	0.030504	0.00867598	0.131271	0.0186524	0.0123962	0.0277374	0.0149866	0.0703418	0.0443788	0.019993	0.0236123	0.0181842	0.0820595	0.00504252	1.41457	1.98272	0.01728002	0.603143	0.781467	0.925955	1.07997	1.27964	1.65798	0.365584	0.008715309	0.001485298	0.0105184	0.0202919	0.0484239	0.0413925	0.0626757	0.00222944	0.00982821	0.0197692	0.0464207	0.0126567	0.00982584	0.0103319	0.0124337	0.0629839	0.0168949	0.0299289	0.00445412	0.0213015	0.000209151	0.00620515	0.0307292	0.0380058	0.0292722	0.00832563	0.12597	0.0178992	0.0118956	0.0266173	0.0143814	0.0675013	0.0425867	0.0191857	0.0226588	0.0174499	0.0787458	0.982304	0.0176958	0.9823042	1.042081
8136	-48.87694	-91.97076	43.09382	0.010202	0.0320277	0.0204026	0.00488417	0.0134346	0.00808185	0.0030879	0.0101923	0.0118886	0.0145562	0.00149649	0.00671426	0.0241713	0.022935	0.010885	0.0221255	0.00480781	0.00619802	0.015907	0.00963409	0.0518545	0.0168595	0.00855815	0.00730787	0.0177642	0.00746984	0.0191007	0.042338	0.00795629	0.00851889	0.00617993	0.0224662	0.00288329	0.00409402	0.0157069	0.261368	1.30776	1.182917	0.8170826	0.364452	0.611239	0.857634	1.166	1.63602	2.74384	0.7298361	0.6907351	0.08327438	0.0207066	0.0650058	0.0414106	0.00991326	0.0272677	0.0164035	0.00626741	0.020687	0.0241299	0.0295442	0.00303739	0.0136277	0.0490598	0.0465505	0.0220929	0.0449076	0.00975827	0.0125799	0.032286	0.019554	0.105248	0.0342192	0.0173702	0.0148326	0.0360555	0.0151613	0.0387681	0.0859322	0.0161487	0.0172906	0.0125432	0.0455991	0.00585214	0.00830952	0.0318798	0.981791	0.0182092	0.9817908	0.4926906
8172	-57.19621	-101.6244	44.42817	0.032135	0.0388252	0.0144268	0.00369275	0.0500522	0.0159111	0.0349178	0.00288794	0.010381	0.0489289	0.00892883	0.00091098	0.0269619	0.0270519	0.0140342	0.0162026	0.0292339	0.00112071	0.00836888	0.00279959	0.0159281	0.00986373	0.0640501	0.00936119	0.0491605	0.0467177	0.0557163	0.0334462	0.010837	0.0110947	0.000473176	0.0188999	0.0409337	0.0141024	0.0271628	0.31548	1.28522	1.761133	0.2388672	0.631944	0.799448	0.932551	1.07233	1.25086	1.58242	0.3318561	0.1356327	0.1022785	0.0403949	0.0488048	0.018135	0.00464194	0.0629176	0.0200009	0.0438931	0.00363025	0.0130493	0.0615056	0.0112239	0.00114514	0.0338922	0.0340053	0.0176415	0.0203674	0.0367482	0.00140877	0.01052	0.00351919	0.0200223	0.0123991	0.0805135	0.0117674	0.0617967	0.058726	0.0700376	0.0420432	0.0136226	0.0139465	0.000594801	0.0237579	0.0514553	0.0177273	0.0341447	0.898979	0.101021	0.8989791	0.7955197
8208	-51.10403	-93.69878	42.59475	0.000606676	0.0114467	0.00807788	0.00323577	0.00487591	0.000489721	0.00036956	0.000113763	0.00287381	0.0143664	0.00275728	0.000217237	0.00121447	0.0337501	0.000439525	0.000863499	0.000548761	0.00832169	0.00505455	0.000469697	0.00613329	0.0102604	0.00161561	0.00637322	0.0158971	0.0423834	0.0113139	0.0143874	0.0217631	0.00344494	0.0108205	0.013591	0.01595	0.00361965	0.00772156	0.668099	1.13829	1.501145	0.4988546	0.206219	0.463017	0.786452	1.27153	2.15975	4.84921	1.141593	0.3323159	0.2445546	0.00212594	0.0401121	0.0283069	0.0113389	0.0170864	0.0017161	0.00129503	0.000398655	0.0100705	0.0503435	0.00966217	0.000761253	0.00425579	0.118269	0.0015402	0.00302591	0.00192299	0.0291613	0.0177124	0.00164593	0.0214926	0.0359548	0.00566149	0.0223333	0.0557075	0.148522	0.0396466	0.0504171	0.0762632	0.0120719	0.0379178	0.0476263	0.0558926	0.0126841	0.0270583	0.570581	0.429419	0.5705813	0.2853681
8244	-48.15885	-91.76911	43.61026	0.000117113	0.00566202	0.0107369	0.0123639	0.00266154	0.00480661	0.000207024	0.00862691	0.00297175	0.0155362	0.00166485	0.0116902	0.00175358	0.0395336	0.00482037	0.00148156	0.0447582	0.00193562	0.00223067	0.0119933	0.0202075	0.00361825	0.0102918	0.018149	0.00921708	0.00438384	0.00404255	0.0192173	0.00654279	0.011643	0.00798342	0.0328568	0.0102588	0.006565	0.00227816	0.201027	1.33291	1.647015	0.3529846	0.204759	0.461415	0.785602	1.27291	2.16725	4.88379	1.14673	0.2143177	0.06284105	0.000331945	0.0160485	0.0304328	0.0350443	0.00754389	0.0136239	0.000586791	0.0244522	0.00842314	0.044036	0.00471888	0.0331349	0.00497037	0.112054	0.0136629	0.00419934	0.126863	0.00548635	0.00632263	0.033994	0.0572764	0.0102556	0.0291712	0.0514418	0.026125	0.0124256	0.0114582	0.0544696	0.0185449	0.033001	0.0226283	0.0931296	0.0290776	0.0186079	0.00645725	0.826338	0.173662	0.8263381	0.3528072
8280	-53.44075	-97.63076	44.19001	0.000489088	0.0248243	0.00646336	0.00689091	0.00838473	0.00599449	0.00477679	0.0123102	0.00461942	0.00182968	0.000406625	0.0173571	0.00283031	0.0270715	0.0110758	0.0239163	0.0100866	0.0633292	0.00166065	0.0206837	0.0145193	0.0144267	0.0115699	0.00116508	0.00875143	0.0111701	0.0382017	0.00949006	0.00551012	0.00935518	0.0124033	0.010607	0.0356328	0.00986689	0.0118016	0.104592	1.37309	1.614082	0.3859181	0.379151	0.62314	0.862809	1.15901	1.60478	2.63747	0.7012468	0.2390945	0.03173867	0.00106446	0.0540279	0.0140669	0.0149975	0.0182486	0.0130465	0.0103963	0.026792	0.0100538	0.00398215	0.000884983	0.0377762	0.00615993	0.0589187	0.0241054	0.0520517	0.0219526	0.13783	0.00361427	0.0450163	0.0316	0.0313985	0.0251809	0.0025357	0.0190467	0.0243108	0.0831426	0.0206543	0.0119923	0.0203607	0.0269946	0.0230852	0.0775516	0.0214744	0.0256853	0.955413	0.0445867	0.9554133	0.4594718
8316	-45.88431	-87.85818	41.97387	0.000607813	0.0140663	0.00353932	0.0101515	0.0101538	0.00834188	0.0217469	0.00637174	0.00829947	0.0452961	8.49887e-05	0.00426192	0.00369219	0.0186987	0.000613787	0.0543604	0.00962754	0.0181141	0.000616328	0.045932	0.019849	0.0107143	0.00769099	4.50767e-05	0.012757	0.00462395	0.0339979	0.0167073	0.0122457	0.00345102	0.0266848	0.00294287	0.024786	0.0206575	0.0104891	0.291788	1.29509	0.4514174	1.548583	0.96325	0.981905	0.994319	1.00571	1.01843	1.03815	0.02707343	3.430489	0.09387664	0.00123484	0.0285774	0.00719054	0.0206239	0.0206287	0.0169475	0.0441813	0.0129449	0.0168613	0.0920242	0.000172664	0.00865858	0.0075011	0.0379886	0.00124698	0.110439	0.0195595	0.0368009	0.00125214	0.0933161	0.0403256	0.0217673	0.0156251	9.15784e-05	0.0259172	0.00939409	0.0690706	0.0339429	0.0248785	0.00701114	0.0542132	0.00597878	0.0503555	0.0419681	0.0213099	0.96827	0.0317301	0.9682699	0.4922194
8352	-53.13052	-95.28656	42.15604	0.00101677	0.00679663	0.00122878	0.00979482	0.0050041	0.00330994	0.00552111	0.000105962	0.0010725	0.00430978	0.0112174	0.00261814	0.00369388	0.00176087	0.00308469	0.00562239	0.0112914	0.00379213	0.00736966	0.00493909	0.00439512	0.00186091	0.013877	0.00300866	0.00266435	0.0104455	0.00341394	0.00121152	0.00324864	0.0132278	0.00524476	0.00190176	0.00778607	0.000761719	0.00685339	0.00828402	1.41321	1.650541	0.3494592	0.0683863	0.270278	0.664868	1.50406	3.69989	14.6228	1.939693	0.2117241	0.002442427	0.00586198	0.0391847	0.00708429	0.0564702	0.0288502	0.0190828	0.0318309	0.000610903	0.00618328	0.0248472	0.064672	0.0150944	0.0212963	0.010152	0.0177842	0.0324148	0.0650984	0.0218628	0.0424884	0.0284754	0.0253392	0.0107287	0.0800051	0.0173459	0.0153608	0.0602214	0.0196824	0.00698477	0.0187294	0.0762625	0.0302377	0.0109643	0.0448891	0.00439155	0.039512	0.668979	0.331021	0.6689791	0.1734512
8388	-50.77384	-95.32323	44.54939	0.0157865	0.0114807	0.016033	0.0181476	0.00728851	0.0163181	0.0142341	0.00487771	0.00878485	0.0212153	0.0176576	0.00825797	0.00851125	0.00804574	0.0250901	0.00529569	0.0025995	0.00710197	0.00832476	0.00500759	0.0309305	0.00124178	0.00834748	0.00249544	0.0189196	0.0188242	0.00103554	0.0394301	0.0209526	0.0471138	0.0105337	0.0217776	0.0116624	0.00326574	0.00781905	0.176848	1.34298	1.590395	0.4096049	0.776557	0.88397	0.962253	1.03923	1.13126	1.28773	0.182853	0.2575492	0.05486803	0.0332762	0.0242	0.0337958	0.0382532	0.0153634	0.0343969	0.0300038	0.0102817	0.0185175	0.0447195	0.0372203	0.0174069	0.0179408	0.0169595	0.0528872	0.0111627	0.00547945	0.0149702	0.0175477	0.0105554	0.0651981	0.00261754	0.0175956	0.0052601	0.0398805	0.0396793	0.0021828	0.0831144	0.0441657	0.0993107	0.0222038	0.0459047	0.0245832	0.00688382	0.0164817	0.987997	0.0120029	0.9879971	0.474408
8424	-51.87927	-95.83904	43.95977	0.000613221	0.0841627	0.0142233	0.0137204	0.0735966	0.01248	0.0155818	0.031034	0.0494213	0.107204	0.00163998	0.0331579	0.00647855	0.0963962	0.00106654	0.00974739	0.0119424	0.0148396	0.0369312	0.0250474	0.0935837	0.0116118	0.0127212	0.0240854	0.0161832	0.00467389	0.0378918	0.0328324	0.0767458	0.0259523	0.0468263	0.0430529	0.0284377	0.000405681	0.00801133	0.0623563	1.39068	1.343218	0.6567818	0.952535	0.976563	0.992628	1.00743	1.024	1.04983	0.03516171	0.4889614	0.01868272	0.00055631	0.0763519	0.0129033	0.0124471	0.0667663	0.0113218	0.0141357	0.0281539	0.0448347	0.0972551	0.00148778	0.0300806	0.0058773	0.0874501	0.000967563	0.00884277	0.010834	0.0134624	0.0335037	0.0227228	0.0848986	0.0105341	0.0115406	0.0218501	0.0146813	0.00424012	0.0343752	0.0297854	0.0696233	0.0235438	0.0424806	0.0390573	0.0257985	0.000368031	0.00726783	0.529244	0.470756	0.5292436	1.1023
8460	-47.23663	-92.0302	44.79356	0.000980206	0.0421881	0.0145107	0.0119688	0.0530211	0.00247468	0.0190529	0.047512	0.0255808	0.0782415	0.000406188	0.0299677	0.0160804	0.125425	0.00623877	0.0177969	0.0217126	0.033362	0.00904679	0.0215377	0.0648985	0.00565035	0.00313816	0.0143777	0.0518571	0.0150704	0.0195965	0.0349618	0.0371335	0.011397	0.0295417	0.0744016	0.0221559	0.00280972	0.015252	0.0324339	1.40315	1.907769	0.09223076	0.495197	0.709811	0.898585	1.11286	1.40883	2.0194	0.5081719	0.04834482	0.009631252	0.00100088	0.0430778	0.0148167	0.0122212	0.0541393	0.00252687	0.0194547	0.048514	0.0261202	0.0798915	0.000414754	0.0305996	0.0164195	0.12807	0.00637033	0.0181722	0.0221705	0.0340655	0.00923758	0.0219919	0.0662671	0.00576951	0.00320434	0.0146809	0.0529506	0.0153882	0.0200097	0.0356991	0.0379165	0.0116374	0.0301647	0.0759706	0.0226232	0.00286897	0.0155737	0.949115	0.0508854	0.9491146	0.9793471
8496	-50.36543	-94.52911	44.16369	0.00766231	0.00421879	0.00838535	0.0019505	0.00616146	0.00169024	0.00337817	0.00336167	0.00246977	0.00295404	4.07718e-05	0.00852568	0.0195903	0.0142465	0.000688278	0.00574235	0.0217849	0.00531376	0.0137752	0.00378747	0.00842487	0.00130483	0.000795812	0.015952	0.0209977	0.00182979	0.00544915	0.00829024	0.0136269	0.000579163	0.00122325	0.00148199	0.0019526	0.00171868	0.0150202	0.185833	1.33924	1.510293	0.4897073	0.790543	0.891699	0.96487	1.03641	1.12146	1.26495	0.1699463	0.3242466	0.05781692	0.0326926	0.0180002	0.0357776	0.00832213	0.0262889	0.0072117	0.0144135	0.0143432	0.0105377	0.0126039	0.00017396	0.0363763	0.0835855	0.0607851	0.00293666	0.0245008	0.0929492	0.0226721	0.0587742	0.0161599	0.0359462	0.0055673	0.00339547	0.0680618	0.0895903	0.00780712	0.0232497	0.0353718	0.0581414	0.0024711	0.00521922	0.00632318	0.00833112	0.00733306	0.0640862	0.501555	0.498445	0.5015552	0.2343746
8532	-53.30363	-96.8604	43.55677	0.0048027	0.0233899	0.0257177	0.0814636	0.0410745	0.0406791	0.017311	0.00744076	0.000443553	0.0332549	0.00232991	0.0213947	0.000480144	0.12044	0.007257	0.0149922	0.0309969	0.0207884	0.0202603	0.000512972	0.0373899	0.0416993	0.011044	0.0237959	0.210098	0.040456	0.0261591	0.0101052	0.0640205	0.00198399	0.0128289	0.0524281	0.0109098	0.037477	0.013131	0.00212603	1.41578	1.956392	0.04360796	0.616423	0.789812	0.929029	1.07639	1.26612	1.62226	0.349836	0.02228999	0.0006256934	0.00433239	0.0210994	0.0231992	0.0734862	0.0370522	0.0366956	0.0156158	0.00671212	0.000400118	0.0299984	0.00210176	0.0192996	0.000433125	0.108645	0.00654635	0.0135241	0.0279615	0.0187526	0.0182763	0.000462739	0.0337285	0.0376159	0.00996249	0.0214657	0.189524	0.0364943	0.0235974	0.00911567	0.0577512	0.0017897	0.0115727	0.047294	0.00984148	0.033807	0.0118451	0.822865	0.177135	0.8228647	1.108556
8568	-53.30076	-96.77152	43.47076	0.035385	0.0168371	0.00781469	0.0184458	0.0228547	0.0174024	0.00914242	0.0237719	0.0159834	5.33253e-05	0.017158	0.0148354	0.00754239	0.0186033	0.0125013	0.00288107	0.0728322	0.0306698	0.0117845	0.0245276	0.00825195	0.0469017	0.0118552	0.000500915	0.0283638	0.0166535	0.0379141	0.0841586	0.0479155	0.0132343	0.0180526	0.00734203	0.024546	0.0393914	0.00289741	0.433382	1.23609	1.362713	0.6372867	0.635213	0.801463	0.933283	1.07149	1.24772	1.57428	0.328125	0.4676602	0.1460862	0.046014	0.0218946	0.0101621	0.0239866	0.0297198	0.0226298	0.0118886	0.0309126	0.0207846	6.93432e-05	0.0223119	0.0192917	0.00980798	0.0241914	0.0162564	0.00374649	0.0947096	0.0398824	0.0153244	0.0318952	0.0107307	0.0609901	0.0154163	0.00065138	0.0368838	0.0216559	0.0493028	0.109438	0.0623084	0.0172097	0.0234752	0.00954743	0.0319191	0.0512239	0.00376773	0.637148	0.362852	0.6371483	0.7690056
8604	-47.36277	-91.20552	43.84274	0.0109826	0.0125208	0.0110894	0.00151992	0.00612314	0.00267178	0.00937845	0.00668842	0.00724683	0.00674517	0.0148538	0.0147936	0.00477583	0.0334714	0.0132956	0.00477648	0.0209181	0.0132866	0.00878421	0.0338034	0.0208707	0.0237294	0.00358899	0.00467896	0.0241158	0.00875141	0.00435943	0.00163115	0.0325988	0.0105522	0.00224043	0.0308281	0.0216815	0.0442315	0.0028384	0.0514926	1.39521	1.521422	0.4785775	0.288425	0.545327	0.827641	1.20825	1.83376	3.4671	0.8990049	0.3145592	0.01537778	0.0231495	0.0263918	0.0233745	0.00320373	0.0129065	0.00563165	0.0197682	0.014098	0.0152751	0.0142177	0.0313093	0.0311823	0.0100666	0.070552	0.0280248	0.010068	0.0440918	0.0280058	0.0185156	0.0712517	0.0439918	0.0500174	0.00756497	0.00986243	0.050832	0.0184465	0.00918893	0.00343818	0.0687126	0.0222421	0.00472244	0.0649804	0.0457008	0.0932323	0.00598285	0.789545	0.210455	0.7895454	0.474422
